Series Name,"Series Code","Country Name","Country Code","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Afghanistan","AFG","..","..","..","8.44416323089565","1.05555580601371","11.1752702171385","5.55413764253301","13.7402049675717","3.61136840986602","21.0206487192376","8.43329048304375","6.11368518168933","14.4347412711931"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Albania","ALB","7.30000000000008","6.99999999999991","2.90000000000003","5.69999999999997","5.90000000000006","5.49999999999984","5.00000000000007","5.89999999999999","7.70000000000005","3.3","3.49999999999953","3.0000000000008","1.29998720594548"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Algeria","DZA","2.20000070353935","4.6125237416927","5.59999999999985","7.19999999999985","4.29999999999995","5.90000000000018","1.69999999999983","3.40000000000005","2.00000000000016","1.59997965819602","3.60016906640861","2.80001825165273","3.2999913838345"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","American Samoa","ASM","..","..","..","..","..","..","..","..","..","..","..","..",".."
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Andorra","ADO","1.16578706437775","11.7702727457044","5.87430230796974","6.75438545079321","6.48481011604645","5.91786270004999","6.78993514743939","1.42807150014271","3.57073718591123","..","..","..",".."
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Angola","AGO","3.01207617494627","4.22096514833892","13.8217925229741","5.24756962039727","10.8794650533716","18.2615484949481","20.7350198031014","22.5931061136704","13.8170989632508","2.41291161489347","3.40764362803219","3.91856683044671","5.18865413452971"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Antigua and Barbuda","ATG","5.0998985536273","-3.12002432244765","2.89502415170976","6.58421988084375","4.91260096379915","6.11488290230864","13.5379415131773","8.89635271023282","0.0595947556615073","-12.0309708159619","-7.17670954637779","-2.00583515681984","3.31224413844436"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Argentina","ARG","-0.788998922157376","-4.40883969762817","-10.894484819891","8.83704078344481","9.02957332195962","9.19848898286102","8.36392439503584","8.00289098829434","3.10211325509914","0.0505127823174405","9.13624201525565","8.55491274948051","0.946197201142198"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Armenia","ARM","5.89999999999978","9.55664149553445","13.186300532067","14.0407950559649","10.4678418639969","13.8657112514854","13.1980035141409","13.7492019583839","6.90000000000003","-14.1499886386168","2.19999999999996","4.69999999999986","7.19999999999995"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Aruba","ABW","-0.364695778713454","-2.16445940890385","0.465289865491144","7.51947237328494","1.17669048367502","0.380390971382511","2.35511944298051","-3.65462624193272","-6.88130206359888","-5.65350208612952","..","..",".."
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Australia","AUS","3.87657287587477","1.92436010099163","3.86859365286894","3.07879670732861","4.15810215389602","3.21787705716761","2.98389674247082","3.76903556329033","3.6976284963862","1.74273410918009","1.96277244879195","2.23928634821604","3.61484173345066"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Austria","AUT","3.66758883562784","0.857402600900855","1.69372986315307","0.865919445197719","2.58957985369655","2.40067235933299","3.66979029251323","3.70594876449601","1.43625909573466","-3.82189437036615","1.76916899557899","2.83437476572776","0.870499679000574"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Azerbaijan","AZE","11.0999999999999","9.89999999999999","10.6","11.2","10.1999999999999","26.4000000000001","34.4999999999996","25.0490000000002","10.7724206868641","9.41065352220411","4.85433950465091","0.0659227073141864","2.1999999999998"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Bahamas, The","BHS","4.149246399763","2.62562712099302","2.7046295125315","-1.26474462878853","0.882884232581944","3.39529266953875","2.51686384101369","1.44652221530914","-2.32393724789044","-4.17525917522813","0.987986326372891","1.65938505596417","1.83217174432042"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Bahrain","BHR","5.29999344971523","2.49103441450337","3.61414736102358","6.02395247455058","6.98094617521559","6.76893912909149","6.46704553770905","8.29399266283779","6.23654255935273","2.54562879682354","4.33676448418608","2.10002291658624","3.39955784273489"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Bangladesh","BGD","5.94450676992591","5.27401411426681","4.41541092255184","5.25599427153136","6.27050290045661","5.95547847345695","6.62933717490736","6.42784252079143","6.19043155313976","5.74115862566282","6.06933986445493","6.70809725518886","6.23370505100243"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Barbados","BRB","2.30000000000001","-2.55018435067582","0.672622175512473","1.97306608205459","1.43325143325114","3.9967702866373","5.70652173913024","1.67095115681187","0.343146108000909","-4.13966882649348","0.253473526098389","0.758497986702906","0.00929368029672162"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Belarus","BLR","5.80000000000005","4.72530600626246","5.04526731762394","7.04319267515923","11.4497429270061","9.44090363053924","9.99798669373651","8.64731565894718","10.2482459208657","0.163535158892643","7.74078121566704","5.54371146120458","1.73139122339462"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Belgium","BEL","3.66961942257227","0.807633273731327","1.35965366660677","0.806831274700713","3.27431154043485","1.75110820218379","2.66654191616755","2.88321334183917","0.985163040469445","-2.80056685644129","2.33783227392993","1.75424093118603","-0.143801894610277"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Belize","BLZ","13.0387673904458","5.01566339522697","5.11855932714246","9.32924461628292","4.64809081407648","2.9713247083243","4.69744017699625","1.19508231722236","3.88137810728304","0.293870696893379","3.85098367517789","1.33010882708587","4.01750198886236"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Benin","BEN","4.86166755989206","6.24841055508207","4.42111433700046","3.88250834109121","3.11985710841174","2.86523681802491","3.7521544747102","4.62639647045565","5.01843026095246","2.66651539756299","2.55281784140493","3.5306982440983","5.39997387654161"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Bermuda","BMU","9.31715557653479","7.2224360086321","-1.47779037455827","3.41070620413235","2.32126647646751","1.67420714931701","5.54386592809534","2.84589011430658","1.52789390961543","-5.28417714947457","-2.09411353414293","-3.33949441020565","-4.86860026435053"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Bhutan","BTN","6.93302402289638","8.20377388507167","10.7278408629428","7.66433395341583","5.89640804715469","7.12255985114778","6.84936581359825","17.9258250158871","4.76835416867898","6.65722379603399","11.7308543603364","8.55449255088527","4.62001690546042"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Bolivia","BOL","2.50781098812674","1.68379903413391","2.48556581527659","2.71133983214789","4.17329556102078","4.42143309990637","4.79700873859643","4.56438448272661","6.14849781016818","3.35699942996455","4.12672274748631","5.17393042157704","5.17643094596949"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Bosnia and Herzegovina","BIH","5.5","4.40000000000009","5.2999999999999","4.00000000000003","6.09999999999997","5.0000000000001","6.20000000000019","6.83800000000019","5.41999999999929","-2.90999999999936","0.699999998632435","1.29999997601968","-0.700000037224896"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Botswana","BWA","1.98769585438754","0.250573866722732","6.06953086765014","4.62589476330899","2.70582167150822","4.55664567243031","7.95953119085821","8.68234064721672","3.90146675164024","-7.84100195025283","8.59413555622987","6.18287822360644","4.25680657427547"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Brazil","BRA","4.30574571549967","1.3148961209429","2.65597426675919","1.14674906432275","5.71391691586116","3.15635238812408","3.95541526928329","6.09545497675312","5.1692990144351","-0.32824803986604","7.53361545286975","2.73250924324444","1.03180364838337"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Brunei Darussalam","BRN","2.849421869975","2.74404140408586","3.87209723835255","2.90395503475781","0.504317943420517","0.387506909978711","4.39772043244614","0.154581460251663","-1.93971450739593","-1.76453572461672","2.59896591145292","3.42981847698816","0.948354661791598"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Bulgaria","BGR","5.70000000000015","4.19999999999989","4.70000000000009","5.49999999999997","6.69999999999989","6.39999999999988","6.50000000000009","6.39999999999998","6.19999999999999","-5.49999999999996","0.400000000000105","1.79999999999995","0.601010622982457"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Burkina Faso","BFA","1.84702133481626","6.5853743500849","5.14378517925364","7.80249389059493","4.47845213592655","8.66187322803617","6.76780945406851","3.6062065625694","5.80000506510207","2.9654391451887","7.93969873859027","4.21007772142484","9.53742011445446"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Burundi","BDI","-0.856864057159171","2.0558071064378","4.44651942109704","-1.22372795816652","4.83365776147777","0.900000000000347","5.38465739821253","4.78583195088814","5.04811878219695","3.46842542705379","3.78590254228155","4.19162567788266","4.01936553242324"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Cambodia","KHM","8.76678543895508","8.03863162906173","6.6878808480501","8.50589878893166","10.3405287268107","13.2500855569704","10.771087162641","10.2125718079778","6.69157747460636","0.0866969593826639","5.96307857522108","7.06956994611897","7.31334550506575"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Cameroon","CMR","4.19999633176913","4.51427108665618","4.00904457121061","4.03099331549927","3.70185405432576","2.29665444068257","3.22214658497843","2.84005351820242","3.62719714285032","1.86846123536888","3.34342959770073","4.10210686579076","4.59999999999951"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Canada","CAN","5.12312241013453","1.68837419046835","2.8018680611041","1.92531746060472","3.13878825858338","3.16312962590042","2.62178168576746","2.00831101623274","1.17542627243175","-2.71147114257026","3.374254224225","2.52818420479512","1.70900565608108"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Cabo Verde","CPV","14.2848689067514","2.23165448896663","5.25089124771819","4.17625926648606","10.1970726398313","6.91245793635697","7.98375039461108","15.1706880561838","6.6505205000162","-1.27040368411338","1.4669127093504","3.96878381178203","1.23626272243501"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Cayman Islands","CYM","..","..","..","..","..","..","..","..","..","..","..","..",".."
